Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår
"""Sundastolen""",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1997-0125/OK-1997-0125_bguw.png,1956.0,"Kryssfiner, Stål",Sveiset og lakkert stål med bøyd finer trukket i skai,https://www.nasjonalmuseet.no/samlingen/objekt/OK-1997-0125,OK-1997-0125,Norge,,1956.0,OK-1997-0125_07100.glb,11.1,Noreg,https://dms01.dimu.org/image/019EGKi4Aux3v?dimension=4000x4000,"Design, Møbel",Kjøpt 1997,,Funksjonalisme,"Polstring, Skruing, Sveising",46.0,1956,51.0,75.5,,1900-talet
Python,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2005.0641/NMK.2005.0641_bguw.png,1975.0,"Metall, Tre","Fargelakkert metall, nylonsnor, tre",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2005.0641,NMK.2005.0641,Norge,,1975.0,NMK.2005.0641_08732.glb,,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=08732.tif&size=full,"Design, Møbel",Ervervet 2005,,Postmodernisme,Formbøying,70.0,1975,70.0,72.5,,1900-talet
Stol (OK-1984-0149),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1984-0149/OK-1984-0149_bguw.png,1900.0,"Bjørk, Furu, Messing, Ull","Sortbeiset bjerk med relieffskjæringer, polstret rygg og sete trukket i håndvevd ull i gobelinteknikk",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1984-0149,OK-1984-0149,Norge,,1900.0,OK-1984-0149_OK-1984-014920250325.glb,15.6,Noreg,https://dms01.dimu.org/image/019EGLgvGjZkM?dimension=4000x4000,Møbel,Kjøpt 1984,52.0,Dragestil,"Polstring, Tapping, Veving",43.0,1900,48.0,93.5,,1900-talet
Stol (OK-1989-0229C),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1989-0229C/OK-1989-0229C_bguw.png,1870.0,"Bronse, Messing, Silke, Tre","Svartlakkert tre, profilert, skåret og dreid dekor, polstret, silketrekk, bronselister.",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1989-0229C,OK-1989-0229C,Norge,,1870.0,OK-1989-0229C_08310.glb,17.2,Noreg,https://dms01.dimu.org/image/019EGKi4AtGLb?dimension=4000x4000,"Kunstindustri, Møbel",Kjøpt 1989,,Louis XVI,,50.0,1870,46.0,92.0,,1800-talet
Stol (OK-03077),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-03077/OK-03077_bguw.png,1700.0,"Bjørk, Lin, Lær","Brunmalt bjørk med skåret dekor, gyllenlærstrekk.",https://www.nasjonalmuseet.no/samlingen/objekt/OK-03077,OK-03077,Norge,,1700.0,OK-03077_07142.glb,24.2,Noreg,https://ms01.nasjonalmuseet.no/api/objects/download?filename=07142.tif&size=full,Møbel,"Testamentarisk gave, innkommet 1889",47.0,Barokk,"Polstring, Tapping",53.5,1700,52.5,112.0,,1700-talet
Stol (OK-1991-0892D),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1991-0892D/OK-1991-0892D_bguw.png,1931.0,"Furu, Hestetagl","Fargelakkert furu med relieff dekor, hestehårstrekk",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1991-0892D,OK-1991-0892D,Norge,,1931.0,OK-1991-0892D_125935.glb,11.4,Noreg,https://dms01.dimu.org/image/019EGKi4CQGMj?dimension=4000x4000,Møbel,Gave 1991,45.3,Modernisme,"Polstring, Spikring, Tapping",55.5,1931,43.0,88.0,,1900-talet
Stand-in,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1991-0898/OK-1991-0898_bguw.png,1982.0,"Gummi, Kryssfiner, Tekstil, Tre","Fargelakkert kryssfiner, plast, polstring med tekstiltrekk",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1991-0898,OK-1991-0898,Norge,,1982.0,OK-1991-0898_111619.glb,80.0,Noreg,https://dms01.dimu.org/image/019EGKi4AtbbG?dimension=4000x4000,Møbel,Ervervet 1991,,Postmodernisme,"Hengsling, Polstring",82.0,1982,114.0,196.0,,1900-talet
Stol (NMK.2015.0285),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2015.0285/NMK.2015.0285_bguw.png,1904.0,"Eik, Strå",Beiset eller vokset eik med sete av flettet strå,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2015.0285,NMK.2015.0285,England,,1914.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2015.0285.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=111460.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2015,,Jugend,"Fletting, Tapping",51.0,Ca. 1904,49.0,100.0,,1900-talet
Spisestuestol (NMK.2012.0160),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2012.0160/NMK.2012.0160_bguw.png,1890.0,Tre,"Svartlakkert stol med dreide ben, spross og dekorelementer med figurskjæring og utskjæring i relief, brodert sete.",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2012.0160,NMK.2012.0160,Tyskland,,1900.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2012.0160.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=65503.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2012,45.0,Historisme,"Dreiing, Tapping",48.0,Ca. 1890,43.0,95.0,,1800-talet
Stol (NMK.2010.0161),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2010.0161/NMK.2010.0161_bguw.png,1850.0,"Bomull, Eik, Metall, Silke","Fernissert og relieffskåret eik, polstret sete trukket i bomull, metallnagler",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2010.0161,NMK.2010.0161,Storbritannia,,1860.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2010.0161.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=37567.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2010,,Historisme,"Polstring, Tapping",46.0,Ca. 1850,45.0,88.0,,1800-talet
Stol (NMK.2015.0284),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2015.0284/NMK.2015.0284_bguw.png,1904.0,"Eik, Strå",Beiset eller vokset eik med sete av flettet strå,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2015.0284,NMK.2015.0284,England,,1914.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2015.0284.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=111486.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2015,,Jugend,"Fletting, Tapping",51.0,Ca. 1904,49.5,100.0,,1900-talet
Armstol (OK-05399),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-05399/OK-05399_bguw.png,1540.0,Nøttetre,"Nøttetre med skåret, dreid og innlagt dekor",https://www.nasjonalmuseet.no/samlingen/objekt/OK-05399,OK-05399,"Ile-de France, Frankrike",,1540.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-05399.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=07248.tif&size=full,"Kunstindustri, Møbel",Kjøpt 1897,,Renessanse,"Plugging, Tapping",67.0,Mellom 1540 og 1560,46.0,146.0,,1500-talet
Stol (NMK.2011.0001),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2011.0001/NMK.2011.0001_bguw.png,1885.0,"Nøttetre, Perlemor, Plysj","Nøttetre, utskåret, dreiet, marketteri, lakkert og sete av plysj",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2011.0001,NMK.2011.0001,Storbritannia,,1895.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2011.0001.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=37576.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2011,,Historisme,"Plugging, Polstring, Tapping",44.0,Ca. 1885,44.0,94.5,,1800-talet
Stol (NMK.2014.0144),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2014.0144/NMK.2014.0144_bguw.png,1867.0,"Eik, Jern",Fargelakkert støpejern og eik,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2014.0144,NMK.2014.0144,England,,1867.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2014.0144.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=99454.tif&size=full,"Design, Møbel",Kjøpt 2014,,Historisme,Skruing,62.0,1867,73.5,94.0,,1800-talet
Stol (OK-05233),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-05233/OK-05233_bguw.png,1740.0,"Bøk, Mahogni","Mahogni med sterkt gjennombrutte utskjæringer i rygg, sete med fløyelstrekk.",https://www.nasjonalmuseet.no/samlingen/objekt/OK-05233,OK-05233,Storbritannia,,1740.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-05233.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=35915.tif&size=full,"Kunstindustri, Møbel",Kjøpt 1896,7.0,Rokokko,"Polstring, Tapping",57.0,Mellom 1740 og 1775,55.0,96.5,,1700-talet
Stol (NMK.2014.0145),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2014.0145/NMK.2014.0145_bguw.png,1880.0,"Silke, Tre",Sortmalt og forgylt tre med silketrekk,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2014.0145,NMK.2014.0145,England,,1880.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2014.0145.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=117071.tif&size=full,"Design, Kunstindustri, Møbel",Kjøpt 2014,,Historisme,"Plugging, Polstring",43.2,1880,40.5,80.0,,1800-talet
Strata,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2020.0273/NMK.2020.0273_bguw.png,2020.0,Betong,"Skåret, uthullet og pigmentert betong",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2020.0273,NMK.2020.0273,,,2020.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2020.0273.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=07196.tif&size=full,Møbel,"2020-2020, Kjøp, Tron Meyer, 1983",,,"Skjæring, Sliping",37.0,2020,,37.3,,2000-talet
Shaker,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1978-0215A/OK-1978-0215A_bguw.png,1962.0,"Eik, Papir","Lakkert eik, sete av flettet papirtråd",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1978-0215A,OK-1978-0215A,"Albertslund, Danmark",,1962.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1978-0215A.glb,,Danmark,https://dms01.dimu.org/image/019EGKhwriKsa?dimension=4000x4000,"Design, Møbel",Gave 1976,44.0,Funksjonalisme,"Fletting, Plugging, Tapping",48.5,1962,42.5,75.5,,1900-talet
Balans Activ,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1980-0044B/OK-1980-0044B_bguw.png,1980.0,"Kryssfiner, Plast, Skumplast, Stål, Ull","Formbøyd, forkrommet stål, kryssfiner med polstring av skumplast og trekk av ull.",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1980-0044B,OK-1980-0044B,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1980-0044B.glb,,Noreg,https://dms01.dimu.org/image/019EGKhwrifoy?dimension=4000x4000,"Design, Møbel",Gave 1980,,,"Formbøying, Polstring, Skruing",50.0,1980,71.0,71.5,,1900-talet
Playwood,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2018.0486/NMK.2018.0486_bguw.png,2016.0,"Bøk, Kryssfiner",Sammensatt kryssfiner,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0486,NMK.2018.0486,,,2016.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0486.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2018.0486.tif&size=full,"Design, Møbel, Prototyp","2018-2018, Gave",,,"Skruing, Tapping",52.0,2016 (design 2005),50.0,92.0,,2000-talet
Stol (OK-1989-0002C),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1989-0002C/OK-1989-0002C_bguw.png,1860.0,"Mahogni, Ull",Profilert og relieffskåret mahogni med brodert ulltrekk i korssting,https://www.nasjonalmuseet.no/samlingen/objekt/OK-1989-0002C,OK-1989-0002C,"Edinburgh, Skottland",,1860.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1989-0002C.glb,,,https://dms01.dimu.org/image/019EGKi4CNvp4?dimension=4000x4000,"Kunstindustri, Møbel","Testamentarisk gave, innkommet 1975",47.0,Nyrokokko,"Polstring, Tapping",44.0,1860-tallet,53.5,88.0,,1800-talet
Mauren,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-2000-0008/OK-2000-0008_bguw.png,1952.0,"Kryssfiner, Stål","Bemalt kryssfinér, forkrommede stålben, gummiknotter",https://www.nasjonalmuseet.no/samlingen/objekt/OK-2000-0008,OK-2000-0008,Danmark,,1952.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-2000-0008.glb,,,https://dms01.dimu.org/image/019EGKi4Auca3?dimension=4000x4000,"Design, Møbel",Gave 2000,79.0,Funksjonalisme,,40.0,1952 (design) / 1989 (produksjon),,79.0,,1900-talet
Stol (OK-04072),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-04072/OK-04072_bguw.png,1600.0,"Furu, Lær, Messing, Nøttetre","Fernissert nøttetre med skåret og dreid dekor, preget svinelær og messingnagler",https://www.nasjonalmuseet.no/samlingen/objekt/OK-04072,OK-04072,Portugal,,1600.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-04072.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=08271.tif&size=full,Møbel,Kjøpt 1892,130.7,Barokk,Tapping,52.0,1600-tallet,42.0,130.7,,1600-talet
Balans Femini,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2021.0204/NMK.2021.0204_bguw.png,1983.0,"Skumplast, Stålrør, Tre, Ull","Polstert ullstoff, dreid tre og støpt stål",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2021.0204,NMK.2021.0204,,,1983.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2021.0204.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=NMK.2021.0204.tif&size=full,"Design, Møbel",Kjøpt 2021,,Postmodernisme,"Polstring, Skruing",63.0,1983,70.0,95.0,,1900-talet
Frontal II,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2017.0169/NMK.2017.0169_bguw.png,1983.0,"Bøk, Kryssfiner, Tekstil",Tekstilkledt formbøyet laminert bøk,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2017.0169,NMK.2017.0169,,,1983.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2017.0169.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=163950.tif&size=full,"Design, Møbel",Gave 2017,,Postmodernisme,"Laminering, Polstring, Skruing",60.0,1983,,46.0,,1900-talet
Eva (mod. 41),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1978-0220B/OK-1978-0220B_bguw.png,1978.0,"Bøk, Kryssfiner, Sadelgjord","Lakkert bøk (både massiv og kryssfiner), sadelgjord",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1978-0220B,OK-1978-0220B,Sverige,,1978.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1978-0220B.glb,,,https://dms01.dimu.org/image/019EGKhwrjLmr?dimension=4000x4000,"Design, Møbel",Gave 1978,,Modernisme,"Formbøying, Laminering, Skruing",60.0,1978 (design 1933-36),71.0,83.0,,1900-talet
D-stol,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2009.0087/NMK.2009.0087_bguw.png,1950.0,"Eik, Messing, Ull","Eik med detaljer i messing, puter polstret og trukket i ullstoff",https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2009.0087,NMK.2009.0087,"Os, Bergen",,1960.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2009.0087.glb,,,https://ms01.nasjonalmuseet.no/api/objects/download?filename=23010.tif&size=full,"Kunstindustri, Møbel",Kjøpt 2009,,Modernisme,,56.0,Ca. 1950,54.0,78.0,,1900-talet
Rood-blauwe leunstoel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1994-0136/OK-1994-0136_bguw.png,1917.0,Bøk,Fargelakkert bøk,https://www.nasjonalmuseet.no/samlingen/objekt/OK-1994-0136,OK-1994-0136,Italia,,1917.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1994-0136.glb,,,https://dms01.dimu.org/image/019EGKi4CNFcw?dimension=4000x4000,"Design, Møbel",Kjøpt 1994,33.4,Modernisme,"Plugging, Skruing",65.8,"1917 (design), 1973 (dette eksemplar)",83.5,86.5,,1900-talet
Stol (OK-1981-0026A),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1981-0026A/OK-1981-0026A_bguw.png,1981.0,"Bøk, Kryssfiner","Formbøyd og lakkert kryssfiner av bøk, sete av linoleum",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1981-0026A,OK-1981-0026A,,,1981.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1981-0026A.glb,,,https://dms01.dimu.org/image/019EGKhwqELbH?dimension=4000x4000,Møbel,Gave 1981,44.0,,"Formbøying, Laminering, Tapping",53.5,1981,46.5,70.0,,1900-talet
Stol (OK-1970-0040),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1970-0040/OK-1970-0040_bguw.png,1700.0,"Bøk, Palme",Beiset og fernissert bøk med skåret og dreid dekor og flettet rotting.,https://www.nasjonalmuseet.no/samlingen/objekt/OK-1970-0040,OK-1970-0040,Holland,,1710.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1970-0040.glb,,,https://dms01.dimu.org/image/019EGKhwqFMLb?dimension=4000x4000,Møbel,Gave 1970,47.5,Barokk,"Fletting, Plugging, Spikring, Tapping",51.0,Ca. 1700,52.0,126.0,,1700-talet
Stol (OK-1972-0006),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1972-0006/OK-1972-0006_bguw.png,1887.0,"Eik, Messing","Dreid og beiset eik med relieffdekor, trukket med lær med ornament i gyllenlærsteknikk",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1972-0006,OK-1972-0006,"Wien, Østerrike",,1887.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1972-0006.glb,,,https://dms01.dimu.org/image/019EGKhwrgevT?dimension=4000x4000,Møbel,Gave 1972,63.0,Historisme,"Plugging, Polstring, Spikring, Tapping",46.0,1887,47.0,101.0,,1800-talet
Panton chair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-2003-0115/OK-2003-0115_bguw.png,1957.0,Plast,Fargelakkert støpt plast,https://www.nasjonalmuseet.no/samlingen/objekt/OK-2003-0115,OK-2003-0115,"Basel, Sveits",,1960.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-2003-0115.glb,,,https://dms01.dimu.org/image/019EGKi4AtbyQ?dimension=4000x4000,"Design, Møbel",Kjøpt 2003,82.0,Funksjonalisme,,49.0,1957-1960 (design) / 1968 (produskjon),60.0,82.0,,1900-talet
Eva (mod. 41),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1978-0220/OK-1978-0220_bguw.png,1978.0,"Bøk, Kryssfiner, Lær, Ull","Laminert formbøyet bøk, lakkert, polstring med ull og polyester trekk, lerret, lær forsterkninger",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1978-0220,OK-1978-0220,Sverige,,1978.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1978-0220.glb,,,https://dms01.dimu.org/image/019EGKhwqEgDx?dimension=4000x4000,"Design, Møbel",Gave 1978,82.0,Funksjonalisme,"Formbøying, Laminering, Polstring, Tapping",70.0,1978 (design 1933-36),90.0,100.0,,1900-talet
Stol (OK-1966-0117A),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1966-0117A/OK-1966-0117A_bguw.png,1710.0,"Bøk, Palme","Beiset og fernissert bøk med skåret, dreid og innlagt dekor og flettet rotting.",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1966-0117A,OK-1966-0117A,"Holland, Nederland",,1730.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1966-0117A.glb,,,https://dms01.dimu.org/image/019EGKhwrjLUB?dimension=4000x4000,Møbel,Gave 1966,46.0,Régence,Fletting,44.0,1710-1730,36.5,118.0,,1700-talet
Stol (OK-1995-0114),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1995-0114/OK-1995-0114_bguw.png,1960.0,Bambus,"Lakkert formbøyd bambus, fletting",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1995-0114,OK-1995-0114,Fredrikstad,,1970.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1995-0114.glb,,Noreg,https://dms01.dimu.org/image/019EGKi4CNvxt?dimension=4000x4000,"Design, Møbel",Gave 1995,,Funksjonalisme,"Fletting, Formbøying",55.0,Ca. 1960,61.0,73.5,,1900-talet
A-Line 290,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1994-0081/OK-1994-0081_bguw.png,1966.0,Ull,,https://www.nasjonalmuseet.no/samlingen/objekt/OK-1994-0081,OK-1994-0081,Danmark,,1966.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1994-0081.glb,,Danmark,https://dms01.dimu.org/image/069ELhAb6XiXa?dimension=4000x4000,"Design, Møbel",Kjøpt 1994,75.0,,,53.5,1966; 1970 (prod),42.0,75.0,,1900-talet
Y-stolen,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/OK-1966-0108/OK-1966-0108_bguw.png,1950.0,"Eik, Papirsnor","Fernissert eik, flettet sete",https://www.nasjonalmuseet.no/samlingen/objekt/OK-1966-0108,OK-1966-0108,Danmark,,1950.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/OK-1966-0108.glb,,Danmark,https://dms01.dimu.org/image/019EGKhwgLRCr?dimension=4000x4000,"Design, Møbel",Kjøpt 1966,,Funksjonalisme,"Fernissering, Fletting, Tapping",56.0,1950,52.0,72.5,,1900-talet
Ekstrem Maestro originaltittel,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2016.0137.001/NMK.2016.0137.001_bguw.png,1980.0,Kryssfiner,Formbøyd kryssfinér,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2016.0137.001,NMK.2016.0137.001,Oslo,,1980.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2016.0137.001/NMK.2016.0137.001.glb,,Noreg,https://dms01.dimu.org/image/019EGKhVTD7Qg?dimension=1200x1200,"Industridesign, Møbel, Prototyp",Gave 2016,,,Formbøying,20.0,Mellom 1980 og 2013,49.0,70.0,,1900-talet
Scandia Jr.,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/VA_3d/NMK.2018.0423/NMK.2018.0423_bguw.png,1960.0,"Bøk, Kryssfiner, Palisander, Stål",Formbøyd finert kryssfiner på sveiset sttålunderstell,https://www.nasjonalmuseet.no/samlingen/objekt/NMK.2018.0423,NMK.2018.0423,Stordal,,1970.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/NMK.2018.0423.glb,,Noreg,https://dms01.dimu.org/image/019EGKhGbY2D6?dimension=1200x1200,"Design, Industridesign, Møbel",Kjøpt 2018,,Funksjonalisme,"Formbøying, Skruing",47.5,Ca. 1960,56.0,76.0,,1900-talet
