Namn,Bilete-bguw,Frå år,Materialar,Materialkommentar,Nasjonalmuseet,Objekt-ID,Produksjonsstad,Produsent,Til år,3D-modell,Estimert vekt (kg),Nasjonalitet,Bilete-URL,Emneord,Erverving,Setehøgde (cm),Stilperiode,Teknikk,Breidde (cm),Datering,Djupn (cm),Høgde (cm),Nemning,Hundreår,Sphericity (mesh),Fill-ratio (mesh),Inertia-ratio (mesh),"Kompleksitet (mesh, log10 v/a)",Konveks hylster-volum (m³)
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368712_bguw.png,1690.0,"Nøttetre, Rotting","Skore og dreidde nøttetre, med spanskrøyra sete og rygg",https://collections.vam.ac.uk/item/O368712/,O368712,England,ukjent,1705.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368712.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HC8690/full/!800,800/0/default.jpg",,,,Barokk,"Dreiing, Fletting, Skjæring",49.5,1690-1705,63.0,120.0,Stol,1600-talet,0.7248441568255922,0.6887073273603114,0.2624813073446796,5.099366598274517,0.1593196250476863
Armchair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368713_bguw.png,1710.0,"Nøttetre, Rotting","Skoren valnøtt, med fletta sete og rygg",https://collections.vam.ac.uk/item/O368713/,O368713,Britain,Unknown,1720.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368713.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2015HR3342/full/full/0/default.jpg,,,,Rokokko,,49.5,1710-1720,63.0,120.0,Armstol,1700-talet,0.7642808280521391,0.6741098561658742,0.2756480817298457,5.114135675107404,0.1655748371661458
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368790_bguw.png,1750.0,"Mahogni, Tekstil",Skoren mahogni; setet trekt i moderne broderi.,https://collections.vam.ac.uk/item/O368790/,O368790,England,ukjent,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368790.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2013GV0320/full/!800,800/0/default.jpg",,,,Nyklassisisme,,59.7,1750-1770,57.2,94.6,Armstol,1700-talet,0.8036041671987042,0.6764579240889184,0.5070857582145918,5.307489406493044,0.1924467968581926
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368791_bguw.png,1750.0,"Mahogni, Tekstil","Skoren mahogni, med sete trekt i moderne nålebroderi",https://collections.vam.ac.uk/item/O368791/,O368791,England,ukjent,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368791.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2013GV0318/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Polstring, Skjæring",59.7,1750-1770,57.2,94.26,Stol,1700-talet,0.7901351714514524,0.6481967126819821,0.4315156432429546,5.290716561553624,0.1600974225240166
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368894_bguw.png,1740.0,"Mahogni, Messing, Tekstil","[AI] Skåret mahogni med gjennombrutt ryggbrett og cabrioleben, polstret sete trukket med mønstret tekstil og festet med messingsøm.",https://collections.vam.ac.uk/item/O368894/,O368894,Great Britain,Unknown,1760.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368894.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KW9982/full/full/0/default.jpg,,,,Nyklassisisme,,0.0,1740-1760,0.0,0.0,Stol,1700-talet,0.7897523957892029,0.6366688055821843,0.4430306164357585,4.647259848940695,1.5559814173265518
"Armchair (Seddon, Sons & Shackleton)",https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368895_bguw.png,1790.0,"Rotting, Tre",Satintre med polykrom måla dekor; setet er fletta,https://collections.vam.ac.uk/item/O368895/,O368895,England,"Seddon, Sons & Shackleton",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368895.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KW9978/full/full/0/default.jpg,,,,Nyklassisisme,,53.0,1790,0.0,95.3,Armstol,1700-talet,0.8069873367330216,0.6154230653179451,0.4450469494485536,5.303087901100708,0.1333090504619344
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368899_bguw.png,1775.0,Løvtre,"Tropisk lauvtre (truleg huanghuali), samanføygd og skore",https://collections.vam.ac.uk/item/O368899/,O368899,Asia,ukjent,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368899.glb,0.0,,"https://framemark.vam.ac.uk/collections/2018KU1458/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Samanføying, Skjæring",61.5,1775-1820,60.0,96.7,Armstol,1700-talet,0.8090799619805665,0.6591988320841395,0.4697903544612298,5.292868195913837,0.1934877976743978
Pair of chairs (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368900_bguw.png,1750.0,Mahogni,"Mahogany, modern seat material.",https://collections.vam.ac.uk/item/O368900/,O368900,England,unknown,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368900.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2015HK9862/full/full/0/default.jpg,,,,Nyklassisisme,,58.4,1750-1775,59.2,94.2,Stol,1700-talet,0.7777337551963904,0.6602226539390259,0.4917824324064189,5.295964584966532,0.1862385686820716
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368901_bguw.png,1755.0,"Mahogni, Tekstil","Skoren mahogni, med polstra sete",https://collections.vam.ac.uk/item/O368901/,O368901,England,ukjent,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368901.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2018KW9995/full/!800,800/0/default.jpg",,,,Nyklassisisme,"Polstring, Skjæring",0.0,1755-1775,0.0,0.0,Armstol,1700-talet,0.8323239337989582,0.604870982049823,0.5403052120646277,5.314635847799377,0.2564524625588506
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368902_bguw.png,1760.0,"Mahogni, Tekstil","Mahogany, carved; tapestry style fabric seat cover",https://collections.vam.ac.uk/item/O368902/,O368902,England,unknown,1770.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368902.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2016JL2914/full/full/0/default.jpg,,,,Nyklassisisme,,56.0,1760-1770,57.2,100.3,Stol,1700-talet,0.790301010662826,0.6350063550659488,0.524716352806336,5.235740096110645,0.2121002981744389
Settee (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368913_bguw.png,1775.0,"Maling, Silke, Tekstil, Tre","[AI] Svartmalt tre med skåret dekor, malte girlandere og medaljonger, polstret sete og løse puter trukket med mønstret silke.",https://collections.vam.ac.uk/item/O368913/,O368913,England,ukjent,1799.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368913.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2014HD2132/full/!800,800/0/default.jpg",,,,Nyklassisisme,,176.0,1775-1799,59.0,97.0,Stol,1700-talet,0.7473676887337014,0.631083080032415,0.3274068686471891,4.821144943314807,0.7458355902998104
Chair (Pel),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368915_bguw.png,1932.0,"Kunstlær, Skumplast, Stålrør","[AI] Forkrommede stålrør med polstret sete, rygg og armlener trukket med svart kunstlær.",https://collections.vam.ac.uk/item/O368915/,O368915,England,Pel,1934.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368915.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2016JA4729/full/!800,800/0/default.jpg",,,,Art Deco / Tidleg modernisme,,55.9,1932-1934,0.0,0.0,Stol,1900-talet,0.8512930932844766,0.7985978809495389,0.6578285177753217,4.672547520135721,3.04609777240006
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O368916_bguw.png,1660.0,"Lin, Nøttetre, Tekstil","Nøttetre, dreidd og polstra med linfôra broderi",https://collections.vam.ac.uk/item/O368916/,O368916,England,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O368916.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FE3079/full/full/0/default.jpg,,,,Barokk,"Dreiing, Polstring",53.5,ca. 1660,55.0,95.0,Stol,1600-talet,0.7937870200430567,0.5799333603860405,0.4368556119304544,5.316220663584001,0.1610722794899358
Chair (Unknown),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369128_bguw.png,1760.0,Mahogni,Carved mahogany,https://collections.vam.ac.uk/item/O369128/,O369128,England,Unknown,1775.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369128.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2019MK5689/full/full/0/default.jpg,,,,Nyklassisisme,,0.0,1760-1775,0.0,0.0,Stol,1700-talet,0.7982272066840096,0.6417686415736779,0.5325262620885466,4.647184251405735,1.6205926793988972
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369134_bguw.png,1695.0,"Fløyel, Nøttetre, Tre","[AI] Polstret og fløyelstrukket sofa med understell av dreid og skåret nøttetre, utstyrt med svungne krysssprosser.",https://collections.vam.ac.uk/item/O369134/,O369134,England,ukjent,1695.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369134.glb,,Storbritannia,"https://framemark.vam.ac.uk/collections/2011EX0869/full/!800,800/0/default.jpg",,,,Barokk,,150.0,1695,84.0,35.0,Stol,1600-talet,0.7477964624682196,0.6890521307680987,0.552964449164024,6.148852548825755,0.012384702813535
Stool (Peter Murdoch),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369359_bguw.png,1964.0,"Tekstil, Ull",[AI] Trykket tekstil av ull.,https://collections.vam.ac.uk/item/O369359/,O369359,Great Britain,Peter Murdoch,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369359.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2006BE5040/full/!800,800/0/default.jpg",,,,Modernisme / Midtjahrhundre,,104.0,1964,0.0,153.0,Krakk,1900-talet,0.8095565528563969,0.9992688990393872,0.999673252643614,4.824960318866255,3.5797010278930763
Windsor chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369450_bguw.png,1780.0,"Ask, Tre","Sete, bakbein og sprosser er av ask. Stolrygg og frambein er av barlind",https://collections.vam.ac.uk/item/O369450/,O369450,england,Unknown,1800.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369450.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FG9724/full/full/0/default.jpg,,,,Nyklassisisme,,65.3,1780-1800,58.0,42.6,Stol,1700-talet,0.8151017804210393,0.5734028546408553,0.471140599847006,6.025223347613621,0.0165174285110987
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369451_bguw.png,1650.0,Nøttetre,Skore nøttetre,https://collections.vam.ac.uk/item/O369451/,O369451,Italy,ukjent,1650.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369451.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2018KW9929/full/!800,800/0/default.jpg",,,,Barokk,Skjæring,55.2,1650,38.1,138.4,Stol,1600-talet,0.7480834579270752,0.5949510918480473,0.2452107407868007,4.954258915394923,0.2432993922826926
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369533_bguw.png,1650.0,"Nøttetre, Tekstil","Skore og dreidde nøttetre, polstra med satengdamask",https://collections.vam.ac.uk/item/O369533/,O369533,Italy,ukjent,1650.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369533.glb,,Italia,https://framemark.vam.ac.uk/collections/2016HY8204/full/full/0/default.jpg,,,,Barokk,"Dreiing, Polstring, Skjæring",58.4,1650,57.2,110.0,Armstol,1600-talet,0.7982867219291025,0.7336330437119357,0.4437041748480718,5.175095688299399,0.2444066929678443
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369534_bguw.png,1600.0,"Fløyel, Nøttetre",Nøttetre og fløyel,https://collections.vam.ac.uk/item/O369534/,O369534,Spain,ukjent,1700.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369534.glb,0.0,Spania,"https://framemark.vam.ac.uk/collections/2011EV8836/full/!800,800/0/default.jpg",,,,Barokk,,67.0,1600-1700,61.0,47.0,Armstol,1600-talet,0.7909069355293623,0.659244869636945,0.4454267128047164,5.911686571966851,0.0206670221196604
Armchair,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369538_bguw.png,1580.0,Eik,Skåren eik,https://collections.vam.ac.uk/item/O369538/,O369538,Flanders,,1620.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369538.glb,0.0,,https://framemark.vam.ac.uk/collections/2018KX4362/full/full/0/default.jpg,,,,Barokk,Skjæring,76.2,1580-1620,0.0,124.5,Armstol,1600-talet,0.8311094020954717,0.6274674399016085,0.5018532372918661,5.084994351307045,0.3357226548907004
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369598_bguw.png,1775.0,"Mahogni, Tekstil","Skoren mahogni, moderne damaskpolstring",https://collections.vam.ac.uk/item/O369598/,O369598,England,ukjent,1780.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369598.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2012FR1276/full/full/0/default.jpg,,,,Nyklassisisme,"Polstring, Skjæring",0.0,1775-1780,0.0,0.0,Armstol,1700-talet,0.8409672992388671,0.6676912459827631,0.6128479008239587,4.680963866326886,2.325303276596005
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369599_bguw.png,1700.0,"Fløyel, Mahogni, Tre","[AI] Mahogni med skåret dekor på bena, polstret sete og rygg trukket med rød fløyel.",https://collections.vam.ac.uk/item/O369599/,O369599,England,Unknown,1730.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369599.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KP1447/full/full/0/default.jpg,,,,Rokokko,,59.5,1700-1730,66.0,40.0,Stol,1700-talet,0.8118407932379762,0.5155588366962269,0.4977661420043151,6.058779506881619,0.0140431587300973
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369655_bguw.png,1850.0,"Tekstil, Tre","[AI] Dreid og skåret tre med profilert toppstykke og spiler i rygg og vanger, sete med løs polstret pute trukket med mønstret tekstil.",https://collections.vam.ac.uk/item/O369655/,O369655,England,ukjent,1870.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369655.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2017JU5261/full/!800,800/0/default.jpg",,,,Viktorianisme,,0.0,1850-1870,0.0,0.0,Armstol,1800-talet,0.8070989807747806,0.6676583948250129,0.4808810645238577,4.684022122618712,1.7706654265487412
Stool (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369667_bguw.png,1700.0,"Mahogni, Tre","[AI] Skåret mahogni med kabriolben, skjellornamentikk og klo-og-kule-føtter. Polstret sete trukket med mønstret fløyel.",https://collections.vam.ac.uk/item/O369667/,O369667,England,Unknown,1750.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369667.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2011FA1773/full/full/0/default.jpg,,,,Rokokko,,50.8,1700-1750,41.9,50.2,Krakk,1700-talet,0.8890672422652601,0.8613605120503355,0.7917423683705048,5.8208134946612,0.0980826990684919
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369668_bguw.png,1800.0,"Mahogni, Messing",Skoren mahogni med messinginnlegg,https://collections.vam.ac.uk/item/O369668/,O369668,Greenock,ukjent,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369668.glb,0.0,,"https://framemark.vam.ac.uk/collections/2013GK0443/full/!800,800/0/default.jpg",,,,Empire,,0.0,1800-1820,0.0,86.0,Stol,1800-talet,0.8079333020628245,0.7357650832984459,0.5949548682127883,5.376972400262363,0.1968465008078445
Chair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369669_bguw.png,1800.0,"Messing, Palisander",Palisander og messing,https://collections.vam.ac.uk/item/O369669/,O369669,England,ukjent,1820.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369669.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2011FB1888/full/!800,800/0/default.jpg",,,,Empire,,0.0,1800-1820,0.0,0.0,Stol,1800-talet,0.7915638024316348,0.6679084614959677,0.4869389766759697,5.408407295764332,0.1196175672745472
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369697_bguw.png,1780.0,"Hestetagl, Mahogni","Skoren mahogni, med polstring av hestetagl",https://collections.vam.ac.uk/item/O369697/,O369697,Great Britain,ukjent,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369697.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2018KW9942/full/full/0/default.jpg,,,,Nyklassisisme,"Polstring, Skjæring",0.0,c. 1780,0.0,96.5,Armstol,1700-talet,0.813116662675428,0.673485646274639,0.4389952177594642,5.297632799482782,0.1498199807869491
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369943_bguw.png,1705.0,"Hestetagl, Strie, Tekstil, Tre","[AI] Mørkt tre med rikt skåret frontsprosse og dreide ben. Polstret rygg, sete og vinger med synlig strie og stopp av hestetagl. Løs setepute.",https://collections.vam.ac.uk/item/O369943/,O369943,Great Britain,Unknown,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369943.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2013GK0448/full/full/0/default.jpg,,,,Rokokko,,74.5,ca. 1705,87.0,34.0,Armstol,1700-talet,0.794570031521246,0.5835673964575018,0.368813762550754,6.204992938004313,0.0076230715400387
Armchair (Tobia Scarpa),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O369999_bguw.png,1967.0,"Lær, Plast, Polyuretan",Forma polyuretanskum; ABS-plastbase; stol og pute trekte i kvitt lær,https://collections.vam.ac.uk/item/O369999/,O369999,Italy,Tobia Scarpa,0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O369999.glb,0.0,Italia,"https://framemark.vam.ac.uk/collections/2018KW9694/full/!800,800/0/default.jpg",,,,Modernisme / Midtjahrhundre,,90.0,1967,85.0,45.0,Armstol,1900-talet,0.8812861749515055,0.6317847712395189,0.7728491496377116,5.910979240529401,0.0533114187838505
Stool Thing,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O370014_bguw.png,1968.0,Papir,Folded cardboard,https://collections.vam.ac.uk/item/O370014/,O370014,United Kingdom,"Murdoch, Peter",0.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O370014.glb,0.0,Storbritannia,https://framemark.vam.ac.uk/collections/2006BF3535/full/full/0/default.jpg,,,,Modernisme / Midtjahrhundre,,38.0,1968,0.0,26.0,Krakk,1900-talet,0.8638875900332966,0.568471401657068,0.9668403917054496,6.181291639359388,0.0187377520037581
Armchair (ukjent),https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/bguw/O370234_bguw.png,1750.0,"Messing, Silke, Tre, Ull","[AI] Skåret og forgylt tre, polstret sete, rygg og armlener trukket med gobelinvevd tekstil, dekorert med messingsnagler.",https://collections.vam.ac.uk/item/O370234/,O370234,England,ukjent,1755.0,https://raw.githubusercontent.com/lukketsvane/stolar-db/main/STOLAR/glb/O370234.glb,0.0,Storbritannia,"https://framemark.vam.ac.uk/collections/2011EV6267/full/!800,800/0/default.jpg",,,,Nyklassisisme,,76.0,1750-1755,82.5,43.0,Armstol,1700-talet,0.8175342401154994,0.6334943791878902,0.6302630728201881,5.9973739771775,0.026961083880947
